Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordonnee_X;coordonnee_Y;epsg;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;etablissement_multi_lignes;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_bassin_formation;libelle_bassin_formation
0350174Z;Ecole élémentaire publique Georges Martinais;Ecole;Public;5 rue de Rennes;;35520 LA CHAPELLE DES FOUGERETZ;35520;35059;La Chapelle-des-Fougeretz;035;14;53;0;1;;;;0299665154;;;ecole.0350174Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350059800031;221;;48.17611990327321, -1.7318203416669393;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;348486.1;6796731.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Grégoire;48.17611990327321;-1.7318203416669393;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352760K;;;;
0350184K;Ecole élémentaire publique la Pince Guerrière;Ecole;Public;3 rue Jules Ferry CHATEAUGIRON;;35410 CHATEAUGIRON;35410;35069;Châteaugiron;035;14;53;0;1;;;;0299374564;;;ecole.0350184K@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;20006448300056;465;;48.0437161044994, -1.5002806518498366;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;364829.3;6781035.3;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaugiron;48.0437161044994;-1.5002806518498366;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352248D;;;;
0350313A;Ecole élémentaire publique Jules Ferry;Ecole;Public;2 avenue Jules Ferry;;35340 LIFFRE;35340;35152;Liffré;035;14;53;0;1;;;;0299683565;;;ecole.0350313A@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;21350152100032;468;;48.21154338615966, -1.505760449867304;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;365485.3;6799679.1;EPSG:2154;Circonscription d'inspection du 1er degré de Liffre;48.21154338615966;-1.505760449867304;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351790F;;;;
0350340E;Ecole primaire publique Albert Poulain;Ecole;Public;35 rue Principale;;35330 MERNEL;35330;35175;Mernel;035;14;53;1;1;;;;0299345049;;;ecole.0350340E@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350175200025;72;;47.897822612656974, -1.968290025634854;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;328997.5;6766945.4;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.897822612656974;-1.968290025634854;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350017D;;;;
0350357Y;Ecole primaire publique Simon Sirodot;Ecole;Public;4 rue de la Mairie;;35120 MONT DOL;35120;35186;Mont-Dol;035;14;53;1;1;;;;0299484563;;;ecole.0350357Y@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350186900027;73;;48.5703832141614, -1.7695604354787473;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;348331.3;6840642.5;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.5703832141614;-1.7695604354787473;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350708E;;;;
0350364F;Ecole primaire publique Victor Hugo;Ecole;Public;23 rue du Tertre MONTOURS;;35460 LES PORTES DU COGLAIS;35460;35191;Les Portes du Coglais;035;14;53;1;1;;;;0977456362;;;ecole.0350364F@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;20006562100050;88;;48.4449149223819, -1.3087798038661074;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;381509.3;6824762.8;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.4449149223819;-1.3087798038661074;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350040D;;;;
0350370M;Ecole primaire publique Jacques Prévert;Ecole;Public;1 rue Jacques Prévert;;35250 MOUAZE;35250;35197;Mouazé;035;14;53;1;1;;;;0299552697;;;ecole.0350370M@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350197600038;239;;48.232164889444924, -1.6153195058113292;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;357494.5;6802436.8;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.232164889444924;-1.6153195058113292;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351849V;;;;
0350407C;Ecole primaire publique Les Badious;Ecole;Public;8 rue du Général de Gaulle;;35540 PLERGUER;35540;35224;Plerguer;035;14;53;1;1;;;;0299589883;;;ecole.0350407C@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350224800064;203;;48.527114077361574, -1.8482602359746019;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;342240.7;6836194.9;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.527114077361574;-1.8482602359746019;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350708E;;;;
0350417N;Ecole primaire publique les Asphodèles;Ecole;Public;45 rue des Fontaines;;35320 POLIGNE;35320;35231;Poligné;035;14;53;1;1;;;;0299438261;;;ecole.0350417N@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350231300058;119;;47.8884840967519, -1.6846503210779231;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;350090.9;6764614.9;EPSG:2154;Circonscription d'inspection du 1er degré de Bain-de-Bretagne;47.8884840967519;-1.6846503210779231;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352860U;;;;
0350443S;Ecole élémentaire publique Beau Soleil;Ecole;Public;1 rue BEAU SOLEIL;;35610 SAINS;35610;35248;Sains;035;14;53;0;1;;;;0299485787;;;ecole.0350443S@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350248700027;16;;48.55266291084464, -1.586720534198193;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;361682.6;6837877.2;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.55266291084464;-1.586720534198193;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035005;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350021H;;;;
0350467T;Ecole primaire publique Lucie Aubrac;Ecole;Public;3 allée de l'Ecole;;35131 PONT PEAN;35131;35363;Pont-Péan;035;14;53;1;1;;;;0299528405;;;ecole.0350467T@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350363400031;371;;48.01805367272349, -1.706699803316044;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;349303.6;6779084.9;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Jacques-de-la-Lande;48.01805367272349;-1.706699803316044;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351852Y;;;;
0350472Y;Ecole élémentaire publique de St Georges de Gréhaigne;Ecole;Public;15 bourg;;35610 ST GEORGES DE GREHAIGNE;35610;35270;Saint-Georges-de-Gréhaigne;035;14;53;0;1;;;;0299485711;;;ecole.0350472Y@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350270100021;23;;48.56843464102872, -1.5480501026621942;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;364632.7;6839462.6;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.56843464102872;-1.5480501026621942;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035005;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350021H;;;;
0350524E;Ecole primaire publique Suzanne et Raymond Grison;Ecole;Public;5 rue Maurice;;35290 ST MEEN LE GRAND;35290;35297;Saint-Méen-le-Grand;035;14;53;1;1;;;;0299096162;;;ecole.0350524E@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350297400032;317;;48.19162731901275, -2.191949446028088;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;314464.7;6800598.5;EPSG:2154;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;48.19162731901275;-2.191949446028088;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351850W;;;;
0350541Y;Ecole primaire publique les Korrigans;Ecole;Public;3 rue des Cercliers;;35580 ST SENOUX;35580;35312;Saint-Senoux;035;14;53;1;1;;;;0299578055;;;ecole.0350541Y@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350312100021;128;;47.90562668831054, -1.7897395318461975;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;342366.5;6766987.1;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.90562668831054;-1.7897395318461975;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352957Z;;;;
0350588Z;Ecole primaire publique de Tressé;Ecole;Public;Bourg Le Bourg;;35720 MESNIL ROC H;35720;35308;Mesnil-Roc'h;035;14;53;1;1;;;;0299737185;;;ecole.0350588Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;20008586800079;54;;48.48151407870555, -1.8859406214212273;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;339150.3;6831307.0;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.48151407870555;-1.8859406214212273;Rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035004;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350708E;;;;
0350632X;Ecole élémentaire publique Colombier;Ecole;Public;9 rue du Docteur Francis Joly;;35000 RENNES;35000;35238;Rennes;035;14;53;0;1;;;;0257213033;;;ecole.0350632X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350238800472;135;;48.10255975455726, -1.6823299363773843;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;351673.8;6788351.3;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Centre Sud;48.10255975455726;-1.6823299363773843;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350760L;;;;
0350646M;Ecole maternelle publique Châteaugiron-Landry;Ecole;Public;111 bis rue de Chateaugiron;;35000 RENNES;35000;35238;Rennes;035;14;53;1;0;;;;0257213030;;;ecole.0350646M@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350238800274;158;;48.09977063274475, -1.6459903817592754;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;354355.8;6787882.2;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Centre Sud;48.09977063274475;-1.6459903817592754;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350760L;;;;
0350647N;Ecole maternelle publique Clemenceau;Ecole;Public;2 rue Louis et René Moine;;35200 RENNES;35200;35238;Rennes;035;14;53;1;0;;;;0257213019;;;ecole.0350647N@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350238800639;180;;48.093680032627546, -1.6822306194624725;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;351622.7;6787365.8;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Centre Sud;48.093680032627546;-1.6822306194624725;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350760L;;;;
0350657Z;Ecole maternelle publique Poterie;Ecole;Public;167 rue de Vern;;35200 RENNES;35200;35238;Rennes;035;14;53;1;0;;;;0257213006;;;ecole.0350657Z@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350238800910;97;;48.09234025286177, -1.645899474602671;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;354314.0;6787057.5;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Sud;48.09234025286177;-1.645899474602671;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0351851X;;;;
0350664G;Ecole maternelle publique Villeneuve;Ecole;Public;38 rue Ginguene;;35000 RENNES;35000;35238;Rennes;035;14;53;1;0;;;;0257213091;;;ecole.0350664G@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350238800399;102;;48.09872685393296, -1.6820803983220813;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;351667.1;6787925.0;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Centre Sud;48.09872685393296;-1.6820803983220813;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350760L;;;;
0350665H;Ecole maternelle publique Clôteaux;Ecole;Public;56 avenue de Brequigny;;35200 RENNES;35200;35238;Rennes;035;14;53;1;0;;;;0257213032;;;ecole.0350665H@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350238800258;89;;48.08441622593588, -1.6924996219763626;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;350798.4;6786383.5;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Centre Sud;48.08441622593588;-1.6924996219763626;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350760L;;;;
0350667K;Ecole maternelle publique Jean Moulin;Ecole;Public;5 rue Jean Moulin;;35000 RENNES;35000;35238;Rennes;035;14;53;1;0;;;;0257213052;;;ecole.0350667K@ac-rennes.fr;1;0;0;;;;;;;;;;;;;REP;;21350238800662;163;;48.11869587570048, -1.706089303382678;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;350015.2;6790246.4;EPSG:2154;Circonscription d'inspection du 1er degré de Rennes Ouest;48.11869587570048;-1.706089303382678;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0350895H;;;;
0350669M;Ecole maternelle publique de Vendel;Ecole;Public;23 rue de la Mairie VENDEL;;35140 RIVES DU COUESNON;35140;35282;Rives-du-Couesnon;035;14;53;1;0;;;;0299171006;;;ecole.0350669M@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;20008401000087;73;;48.29864484330739, -1.3064338157617013;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;380796.3;6808519.5;EPSG:2154;Circonscription d'inspection du 1er degré de Vitré;48.29864484330739;-1.3064338157617013;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035011;101;ECOLE MATERNELLE;99;0350039C;;;;
0350671P;Ecole primaire publique de la Vallée du Rohuel;Ecole;Public;4 route de Mordelles;;35160 LE VERGER;35160;35351;Le Verger;035;14;53;1;1;;;;0299079718;;;ecole.0350671P@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350351900026;104;;48.069639858383525, -1.9305596619599743;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;333002.7;6785824.1;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.069639858383525;-1.9305596619599743;Numéro de rue;1965-10-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0352030S;;;;
0350953W;Ecole maternelle publique Robert Desnos;Ecole;Public;4 avenue Jules Ferry;;35340 LIFFRE;35340;35152;Liffré;035;14;53;1;0;;;;0299684514;;;ecole.0350953W@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350152100040;226;;48.21136657653023, -1.5062604326792033;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;365447.1;6799661.6;EPSG:2154;Circonscription d'inspection du 1er degré de Liffre;48.21136657653023;-1.5062604326792033;Numéro de rue;1969-10-13;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0351790F;;;;
0350954X;Ecole maternelle publique l'Optimist;Ecole;Public;1 rue PIERRE BELLAMY;;35530 NOYAL SUR VILAINE;35530;35207;Noyal-sur-Vilaine;035;14;53;1;0;;;;0299005614;;;ecole.0350954X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350207300025;117;;48.11151938648912, -1.5224498333070244;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;363611.3;6788652.1;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaugiron;48.11151938648912;-1.5224498333070244;Numéro de rue;1969-10-13;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0352167R;;;;
0351016P;Ecole primaire publique Pierre-Marie Chollet;Ecole;Public;21 rue des Ecoles;;35440 FEINS;35440;35110;Feins;035;14;53;1;1;;;;0299697073;;;ecole.0351016P@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350110900028;116;;48.32908702862437, -1.63828060307142;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;356424.9;6813290.3;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.32908702862437;-1.63828060307142;Numéro de rue;1970-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351849V;;;;
0351020U;Ecole élémentaire publique le Pays Pourpré;Ecole;Public;23 rue de Gaël;;35160 MONTFORT SUR MEU;35160;35188;Montfort-sur-Meu;035;14;53;1;1;;;;0299090165;;;ecole.0351020U@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;21350188500072;219;;48.13796945571016, -1.9604701280669898;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;331256.0;6793542.0;EPSG:2154;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;48.13796945571016;-1.9604701280669898;Numéro de rue;1970-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0351791G;;;;
0351023X;Ecole maternelle publique Guy Gérard;Ecole;Public;1 chemin DE LA METAIRIE;;35740 PACE;35740;35210;Pacé;035;14;53;1;0;;;;0223413044;;;ecole.0351023X@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350210700039;108;;48.14575924154473, -1.7717804085354465;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;345317.4;6793541.7;EPSG:2154;Circonscription d'inspection du 1er degré de Pacé;48.14575924154473;-1.7717804085354465;Numéro de rue;1970-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0352274G;;;;
0351029D;Ecole primaire publique de l'Etre;Ecole;Public;3 rue de Longuève;;35420 ST GEORGES DE REINTEMBAULT;35420;35271;Saint-Georges-de-Reintembault;035;14;53;1;1;;;;0299970060;;;ecole.0351029D@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350271900031;119;;48.50599018626187, -1.2447399489136979;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;386603.1;6831285.7;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.50599018626187;-1.2447399489136979;Numéro de rue;1970-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350041E;;;;
0351031F;Ecole élémentaire publique Courtoisville;Ecole;Public;48 avenue du 47ème RI;;35400 ST MALO;35400;35288;Saint-Malo;035;14;53;0;1;;;;0299561216;;;ecole.0351031F@ac-rennes.fr;1;0;1;;;;;;;;;;;;;;;21350288300225;193;;48.65478172851736, -1.9963797552303695;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;332222.6;6851040.6;EPSG:2154;Circonscription d'inspection du 1er degré de Saint Malo Ville;48.65478172851736;-1.9963797552303695;Numéro de rue;1970-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350044H;;;;
0351034J;Ecole primaire publique de Trans-La-Forêt;Ecole;Public;30 rue de l'Equimac;;35610 TRANS LA FORET;35610;35339;Trans-la-Forêt;035;14;53;1;1;;;;0299486886;;;ecole.0351034J@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350339400032;64;;48.49337542971506, -1.590680438532811;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;361007.9;6831314.7;EPSG:2154;Circonscription d'inspection du 1er degré du Pays Malouin;48.49337542971506;-1.590680438532811;Numéro de rue;1970-06-01;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035001;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350021H;;;;
0351049A;Ecole primaire publique Les Jours Heureux;Ecole;Public;31 rue de Rennes;;35720 PLEUGUENEUC;35720;35226;Pleugueneuc;035;14;53;1;1;;;;0299694026;;;ecole.0351049A@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;21350226300030;233;;48.39619875692271, -1.900400264252224;SANS OBJET;Ille-et-Vilaine;Rennes;Bretagne;337495.6;6821908.1;EPSG:2154;Circonscription d'inspection du 1er degré de Combourg;48.39619875692271;-1.900400264252224;Numéro de rue;1970-08-27;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0350051R;;;;
0351068W;Ecole primaire privée Ste Jeanne Jugan;Ecole;Privé;3 bis rue de Médréac;;35360 LANDUJAN;35360;35143;Landujan;035;14;53;1;1;;;;0299072782;;;ec.0351068W@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77766381600026;60;;48.25178672190709, -1.9963082974022908;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;329395.3;6806333.9;EPSG:2154;Circonscription d'inspection du 1er degré de Montfort-sur-Meu;48.25178672190709;-1.9963082974022908;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035030;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352247C;;;;
0351078G;Ecole primaire privée St Sauveur;Ecole;Privé;2 rue de Rennes;;35550 LOHEAC;35550;35155;Lohéac;035;14;53;1;1;;;;0299340620;;;ec.0351078G@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77769832500019;66;;47.86523749634935, -1.882489527167514;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;335172.6;6762932.0;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.86523749634935;-1.882489527167514;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350017D;;;;
0351080J;Ecole primaire privée St Joseph;Ecole;Privé;28 rue des Portes de Bretagne;;35133 LE LOROUX;35133;35157;Le Loroux;035;14;53;1;1;;;;0299952190;;;ec.0351080J@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77769859800029;50;;48.39454486772553, -1.0661104524754785;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;399142.1;6818220.1;EPSG:2154;Circonscription d'inspection du 1er degré de Fougères;48.39454486772553;-1.0661104524754785;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0350967L;;;;
0351091W;Ecole primaire privée Ste Marie;Ecole;Privé;28 rue des Bas Gasts;;35240 MARCILLE ROBERT;35240;35165;Marcillé-Robert;035;14;53;1;1;;;;0299436907;;;ec.0351091W@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;38124257700017;45;;47.948032043365004, -1.3639697673094808;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;374383.6;6769849.1;EPSG:2154;Circonscription d'inspection du 1er degré de Châteaubourg;47.948032043365004;-1.3639697673094808;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;035034;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351799R;;;;
0351151L;Ecole primaire privée le Sacré Coeur;Ecole;Privé;4 rue du Coteau;;35230 ORGERES;35230;35208;Orgères;035;14;53;1;1;;;;0299576317;;;ec.0351151L@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77771198700027;250;;47.99675015322185, -1.6703005468616852;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;351872.6;6776560.7;EPSG:2154;Circonscription d'inspection du 1er degré de Bruz;47.99675015322185;-1.6703005468616852;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0352691K;;;;
0351172J;Ecole primaire privée St Joseph;Ecole;Privé;30 rue Marcellin Champagnat;;35600 BAINS SUR OUST;35600;35013;Bains-sur-Oust;035;14;53;1;1;;;;0299917118;;;ec.0351172J@ac-rennes.fr;1;0;0;;;;;;;;;;;;;;;77765225600010;134;;47.702388209095254, -2.06798054023334;CONTRAT D'ASSOCIATION TOUTES CLASSES;Ille-et-Vilaine;Rennes;Bretagne;320170.6;6745748.7;EPSG:2154;Circonscription d'inspection du 1er degré de Redon;47.702388209095254;-2.06798054023334;Numéro de rue;1971-03-18;2023-06-08;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0351969A;;;;
